component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
0	Philippe2009	psma-G	4	122	0.049857742853271915			O23717.1	RecName: Full=Proteasome subunit beta type-5-A; AltName: Full=20S proteasome beta subunit E-1; AltName: Full=Proteasome component E; AltName: Full=Proteasome epsilon-1 chain; Flags: Precursor	GO:0005737; GO:0005634; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161	False
0	Philippe2009	cct-G	3	122	0.049857742853271915			O00782.1	RecName: Full=T-complex protein 1 subunit gamma; Short=TCP-1-gamma; AltName: Full=CCT-gamma; AltName: Full=Chaperonin subunit CCTV gamma	GO:0005737; GO:0005524; GO:0051082; GO:0006457	False
0	Dunn2008	Tribe299	5	122	0.049857742853271915	EOG091G0TNU	Ribosomal protein S17e	A5PK63.1	RecName: Full=40S ribosomal protein S17	GO:0005840; GO:0003735; GO:0006412	True
0	Philippe2009	cct-A	1	122	0.049857742853271915			O94501.1	RecName: Full=T-complex protein 1 subunit alpha; Short=TCP-1-alpha; AltName: Full=CCT-alpha	GO:0005832; GO:0005856; GO:0005829; GO:0005634; GO:0005524; GO:0051082; GO:0006457	False
0	Borowiec2015_Total1080	OG427.fasta.aln_gene487	6	122	0.049857742853271915	EOG091G0K9M	proteasome (prosome, macropain) subunit, beta type, 2	P40307.1	RecName: Full=Proteasome subunit beta type-2; AltName: Full=Macropain subunit C7-I; AltName: Full=Multicatalytic endopeptidase complex subunit C7-I; AltName: Full=Proteasome component C7-I	GO:0005737; GO:0005654; GO:0005634; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0014070; GO:0010243	False
0	Nosenko2013_ribo_11057	KOG0397	3	122	0.049857742853271915			A8WQ43.1	RecName: Full=60S ribosomal protein L11-1	GO:0022625; GO:0005634; GO:0019843; GO:0003735; GO:0000027; GO:0006412	True
0	Borowiec2015_Total1080	OG390.fasta.aln_gene446	6	122	0.049857742853271915			P0CT83.1	RecName: Full=60S ribosomal protein L12-A	GO:0005829; GO:0022625; GO:0015934; GO:0005730; GO:0070180; GO:0019843; GO:0003735; GO:0002181; GO:0000027; GO:0006412	True
0	Philippe2009	rps3	4	122	0.049857742853271915			A1CL63.1	RecName: Full=40S ribosomal protein S0	GO:0022627; GO:0003735; GO:0000028; GO:0006412	True
0	Chang2015	rps16	7	122	0.049857742853271915	EOG091G0QRW	Ribosomal protein S5 domain 2-type fold	P62249.2	RecName: Full=40S ribosomal protein S16; AltName: Full=Small ribosomal subunit protein uS9	GO:0005829; GO:0022627; GO:0070062; GO:0005925; GO:0016020; GO:0005654; GO:0015935; GO:0003723; GO:0003735; GO:1990830; GO:0000462; GO:0000184; GO:0042274; GO:0006364; GO:0006614; GO:0006412; GO:0006413	True
0	Philippe2009	cct-Z	4	122	0.049857742853271915	EOG091G07CE	chaperonin containing TCP1, subunit 6B (zeta 2)	Q92526.5	RecName: Full=T-complex protein 1 subunit zeta-2; Short=TCP-1-zeta-2; AltName: Full=CCT-zeta-2; AltName: Full=CCT-zeta-like; AltName: Full=TCP-1-zeta-like; AltName: Full=Testis-specific Tcp20; AltName: Full=Testis-specific protein TSA303	GO:0005832; GO:0005829; GO:0005524; GO:0008565; GO:0051082; GO:0051131; GO:0006457; GO:0007283; GO:1901998	False
0	Chang2015	cct_01	21	122	0.049857742853271915	EOG091G07CE	chaperonin containing TCP1, subunit 6B (zeta 2)	Q29068.1	RecName: Full=T-complex protein 1 subunit gamma; Short=TCP-1-gamma; AltName: Full=CCT-gamma; AltName: Full=Matricin	GO:0005832; GO:0005524; GO:0051082; GO:0006457	False
0	Ryan2013_est	gene106	3	122	0.049857742853271915			O04450.1	RecName: Full=T-complex protein 1 subunit epsilon; Short=TCP-1-epsilon; AltName: Full=CCT-epsilon; AltName: Full=Chaperonin CCT5	GO:0005832; GO:0005829; GO:0005886; GO:0009506; GO:0005524; GO:0051082; GO:0006457	False
0	Borowiec2015_Best108	OG3.fasta.aln_gene48	4	122	0.049857742853271915			P47208.1	RecName: Full=T-complex protein 1 subunit delta; Short=TCP-1-delta; AltName: Full=CCT-delta	GO:0005832; GO:0005524; GO:0051082; GO:0040032; GO:0006457	False
0	Simion2017	V2META12531-42-Calc_Hmm10-BMGE05	3	122	0.049857742853271915			P28072.4	RecName: Full=Proteasome subunit beta type-6; AltName: Full=Macropain delta chain; AltName: Full=Multicatalytic endopeptidase complex delta chain; AltName: Full=Proteasome delta chain; AltName: Full=Proteasome subunit Y; Flags: Precursor	GO:0005737; GO:0005829; GO:0070062; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019774; GO:0045296; GO:0004175; GO:0004298; GO:0043687; GO:0010498; GO:0010499; GO:0043161; GO:0016579; GO:0016032	False
0	Simion2017	V2META14917-42-Calc_Hmm10-BMGE05	6	122	0.049857742853271915	EOG091G0K9M	proteasome (prosome, macropain) subunit, beta type, 2	P40307.1	RecName: Full=Proteasome subunit beta type-2; AltName: Full=Macropain subunit C7-I; AltName: Full=Multicatalytic endopeptidase complex subunit C7-I; AltName: Full=Proteasome component C7-I	GO:0005737; GO:0005654; GO:0005634; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0014070; GO:0010243	False
0	Dunn2008	Tribe242	7	122	0.049857742853271915	EOG091G0QRW	Ribosomal protein S5 domain 2-type fold	O22647.1	RecName: Full=40S ribosomal protein S16	GO:0005840; GO:0003735; GO:0006412	True
0	Philippe2009	rps5	2	122	0.049857742853271915			O14018.1	RecName: Full=Serine--tRNA ligase, cytoplasmic; AltName: Full=Seryl-tRNA synthetase; Short=SerRS; AltName: Full=Seryl-tRNA(Ser/Sec) synthetase	GO:0005737; GO:0005829; GO:0005524; GO:0004828; GO:0002181; GO:0097056; GO:0006434	False
0	Nosenko2013_ribo_14615	KOG1714	6	122	0.049857742853271915			D0VWQ3.2	RecName: Full=Ribosomal protein L18	GO:0022625; GO:0005730; GO:0042788; GO:0005791; GO:0003735; GO:0002181	True
0	Borowiec2015_Total1080	OG30.fasta.aln_gene361	4	122	0.049857742853271915			P32235.2	RecName: Full=GTP-binding protein 1	GO:0051286; GO:0005737; GO:0005525; GO:0002181	False
0	Dunn2008	Tribe833	8	122	0.049857742853271915			Q9XYN7.1	RecName: Full=Proteasome subunit beta type-3; AltName: Full=20S proteasome subunit beta-3	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161	False
0	Dunn2008	Tribe199	8	122	0.049857742853271915	EOG091G0ZRG	Ribosomal protein S19, superfamily	O65059.1	RecName: Full=40S ribosomal protein S15	GO:0015935; GO:0003723; GO:0003735; GO:0006412	True
0	Borowiec2015_Best108	OG30.fasta.aln_gene38	4	122	0.049857742853271915			P32235.2	RecName: Full=GTP-binding protein 1	GO:0051286; GO:0005737; GO:0005525; GO:0002181	False
0	Hejnol2009	Tribe916_0	9	122	0.049857742853271915			P99026.1	RecName: Full=Proteasome subunit beta type-4; AltName: Full=Low molecular mass protein 3; AltName: Full=Macropain beta chain; AltName: Full=Multicatalytic endopeptidase complex beta chain; AltName: Full=Proteasome beta chain; AltName: Full=Proteasome chain 3; Flags: Precursor	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019774; GO:0004175; GO:0001530; GO:0004298; GO:0002862; GO:0010498; GO:0010499; GO:0043161	False
0	Philippe2009	psmb-J	6	122	0.049857742853271915			Q9VTP4.2	RecName: Full=60S ribosomal protein L10a-2	GO:0022625; GO:0003723; GO:0003735; GO:0002181; GO:0000470	True
0	Nosenko2013_ribo_14615	KOG1475	3	122	0.049857742853271915			Q9VTP4.2	RecName: Full=60S ribosomal protein L10a-2	GO:0022625; GO:0003723; GO:0003735; GO:0002181; GO:0000470	True
0	Philippe2009	psma-E	6	122	0.049857742853271915			O09061.1	RecName: Full=Proteasome subunit beta type-1; AltName: Full=Macropain subunit C5; AltName: Full=Multicatalytic endopeptidase complex subunit C5; AltName: Full=Proteasome component C5; AltName: Full=Proteasome gamma chain; Flags: Precursor	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161	False
0	Philippe2009	cct-E	3	122	0.049857742853271915			O04450.1	RecName: Full=T-complex protein 1 subunit epsilon; Short=TCP-1-epsilon; AltName: Full=CCT-epsilon; AltName: Full=Chaperonin CCT5	GO:0005832; GO:0005829; GO:0005886; GO:0009506; GO:0005524; GO:0051082; GO:0006457	False
0	Simion2017	V2META12513-42-Calc_Hmm10-BMGE05	4	122	0.049857742853271915	EOG091G07CE	chaperonin containing TCP1, subunit 6B (zeta 2)	Q5ZJ54.3	RecName: Full=T-complex protein 1 subunit zeta; Short=TCP-1-zeta; AltName: Full=CCT-zeta	GO:0005832; GO:0005524; GO:0051082; GO:0006457; GO:1901998	False
0	Philippe2009	psmb-I	9	122	0.049857742853271915			Q90YV8.1	RecName: Full=60S ribosomal protein L10a	GO:0015934; GO:0003723; GO:0003735; GO:0006412	True
0	Whelan2017_full	Subset3_01	4	122	0.049857742853271915			P42943.1	RecName: Full=T-complex protein 1 subunit eta; Short=TCP-1-eta; AltName: Full=CCT-eta	GO:0005832; GO:0005737; GO:0005524; GO:0051082; GO:0006457	False
0	Nosenko2013_ribo_11057	KOG0187	4	122	0.049857742853271915	EOG091G0TNU	Ribosomal protein S17e	A5PK63.1	RecName: Full=40S ribosomal protein S17	GO:0005840; GO:0003735; GO:0006412	True
0	Philippe2009	psma-C	10	122	0.049857742853271915	EOG091G0K9M	proteasome (prosome, macropain) subunit, beta type, 2	P49721.1	RecName: Full=Proteasome subunit beta type-2; AltName: Full=Macropain subunit C7-I; AltName: Full=Multicatalytic endopeptidase complex subunit C7-I; AltName: Full=Proteasome component C7-I	GO:0005737; GO:0005829; GO:0070062; GO:0016020; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0043687; GO:0010498; GO:0010499; GO:0043161; GO:0016579; GO:0014070; GO:0010243; GO:0016032	False
0	Dunn2008	Tribe868	6	122	0.049857742853271915	EOG091G0K9M	proteasome (prosome, macropain) subunit, beta type, 2	P40307.1	RecName: Full=Proteasome subunit beta type-2; AltName: Full=Macropain subunit C7-I; AltName: Full=Multicatalytic endopeptidase complex subunit C7-I; AltName: Full=Proteasome component C7-I	GO:0005737; GO:0005654; GO:0005634; GO:0005839; GO:0019774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0014070; GO:0010243	False
0	Philippe2009	rps27	1	122	0.049857742853271915			A0M5W6.1	RecName: Full=Adenosylhomocysteinase; AltName: Full=S-adenosyl-L-homocysteine hydrolase; Short=AdoHcyase	GO:0005737; GO:0004013; GO:0051287; GO:0006730; GO:0019510	False
0	Hejnol2009	Tribe276_0	7	122	0.049857742853271915			Q4GXG7.1	RecName: Full=60S ribosomal protein L18	GO:0005840; GO:0003735; GO:0006412	True
1	Simion2017	V2META12988-42-Calc_Hmm10-BMGE05	5	87	0.06041165463779738			Q0VD01.1	RecName: Full=U3 small nucleolar ribonucleoprotein protein IMP4; Short=U3 snoRNP protein IMP4	GO:0001650; GO:0034457; GO:0005730; GO:0032040; GO:0030515; GO:0006364	False
1	Hejnol2009	Tribe1899_0	4	87	0.06041165463779738			O15160.1	RecName: Full=DNA-directed RNA polymerases I and III subunit RPAC1; Short=DNA-directed RNA polymerase I subunit C; Short=RNA polymerases I and III subunit AC1; AltName: Full=AC40; AltName: Full=DNA-directed RNA polymerases I and III 40 kDa polypeptide; Short=RPA40; AltName: Full=RPA39; AltName: Full=RPC40	GO:0005829; GO:0005654; GO:0005634; GO:0005736; GO:0005666; GO:0003677; GO:0003899; GO:0046983; GO:0045815; GO:0006363; GO:0006360; GO:0006383; GO:0006361	False
1	Whelan2015_D20	Gene_0443	6	87	0.06041165463779738			P49247.3	RecName: Full=Ribose-5-phosphate isomerase; AltName: Full=Phosphoriboisomerase	GO:0005829; GO:0043231; GO:0042802; GO:0048029; GO:0004751; GO:0006014; GO:0006098; GO:0009052	False
1	Borowiec2015_Best108	OG43.fasta.aln_gene54	8	87	0.06041165463779738	EOG091G0CQ2	ribosome production factor 1 homolog	Q6IQU6.1	RecName: Full=Ribosome production factor 1; AltName: Full=Brix domain-containing protein 5; AltName: Full=Ribosome biogenesis protein RPF1	GO:0005730; GO:0030687; GO:0003723; GO:0019843; GO:0006364	False
1	Borowiec2015_Best108	OG438.fasta.aln_gene53	5	87	0.06041165463779738	EOG091G08JE	bystin-like	Q5E9N0.1	RecName: Full=Bystin	GO:0045177; GO:0005737; GO:0005730; GO:0005634; GO:0030688; GO:0030515; GO:0008283; GO:0000462; GO:0006364; GO:0001829	False
1	Chang2015	ef1_01	3	87	0.06041165463779738			P15170.1	RecName: Full=Eukaryotic peptide chain release factor GTP-binding subunit ERF3A; Short=Eukaryotic peptide chain release factor subunit 3a; Short=eRF3a; AltName: Full=G1 to S phase transition protein 1 homolog	GO:0005829; GO:0005622; GO:0018444; GO:0005525; GO:0003924; GO:0003723; GO:0003747; GO:0002184; GO:0000082; GO:0000184; GO:0006479; GO:0006412	False
1	Ryan2013_est	gene103	5	87	0.06041165463779738	EOG091G0CQ2	ribosome production factor 1 homolog	Q5R631.1	RecName: Full=Ribosome production factor 1; AltName: Full=Brix domain-containing protein 5; AltName: Full=Ribosome biogenesis protein RPF1	GO:0005730; GO:0003723; GO:0019843; GO:0006364	False
1	Simion2017	V2META13230-42-Calc_Hmm10-BMGE05	8	87	0.06041165463779738			Q3T186.2	RecName: Full=Ribose-5-phosphate isomerase; AltName: Full=Phosphoriboisomerase	GO:0043231; GO:0004751; GO:0006014; GO:0009052	False
1	Borowiec2015_Total1080	OG52.fasta.aln_gene592	3	87	0.06041165463779738			P37879.1	RecName: Full=Lysine--tRNA ligase; AltName: Full=Lysyl-tRNA synthetase; Short=LysRS	GO:0017101; GO:0005829; GO:0005576; GO:0005634; GO:0005886; GO:0003877; GO:0005524; GO:0004824; GO:0003676; GO:0015966; GO:0006430	False
1	Simion2017	V2META14191-42-Calc_Hmm10-BMGE05	7	87	0.06041165463779738	EOG091G0PHL	V-ATPase proteolipid subunit C-like domain	Q2TA24.1	RecName: Full=V-type proton ATPase 21 kDa proteolipid subunit; Short=V-ATPase 21 kDa proteolipid subunit; AltName: Full=Vacuolar proton pump 21 kDa proteolipid subunit	GO:0005768; GO:0016021; GO:0033179; GO:0005774; GO:0046961; GO:0015991	False
1	Borowiec2015_Total1080	OG438.fasta.aln_gene498	5	87	0.06041165463779738	EOG091G08JE	bystin-like	Q5E9N0.1	RecName: Full=Bystin	GO:0045177; GO:0005737; GO:0005730; GO:0005634; GO:0030688; GO:0030515; GO:0008283; GO:0000462; GO:0006364; GO:0001829	False
1	Chang2015	tif2a	6	87	0.06041165463779738			P20460.2	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0033290; GO:0005850; GO:0005851; GO:0043614; GO:0043022; GO:0003743; GO:0034198; GO:0034644; GO:0032057; GO:0034976	False
1	Simion2017	V2META13732-42-Calc_Hmm10-BMGE05	6	87	0.06041165463779738			O44248.3	RecName: Full=60S ribosomal protein L5	GO:0022625; GO:0005634; GO:0008097; GO:0003735; GO:0000027; GO:0006412	True
1	Simion2017	V2META10342-1-1-42-Calc_Hmm10-BMGE05	3	87	0.06041165463779738			Q91WF7.1	RecName: Full=Polyphosphoinositide phosphatase; AltName: Full=Phosphatidylinositol 3,5-bisphosphate 5-phosphatase; AltName: Full=SAC domain-containing protein 3	GO:0005783; GO:0010008; GO:0005794; GO:0043231; GO:0005811; GO:0055037; GO:0034593; GO:0004438; GO:0043812; GO:0007626; GO:0032288; GO:0031642; GO:0048666; GO:0046488; GO:0043473; GO:0010976; GO:0007033	False
1	Simion2017	V2META10174-2-42-Calc_Hmm10-BMGE05	1	87	0.06041165463779738			E9Q4Z2.1	RecName: Full=Acetyl-CoA carboxylase 2; AltName: Full=ACC-beta; Includes: RecName: Full=Biotin carboxylase; Flags: Precursor	GO:0012505; GO:0016020; GO:0005739; GO:0005634; GO:0003989; GO:0005524; GO:0009374; GO:0004075; GO:0042802; GO:0046872; GO:0006084; GO:0097009; GO:0006633; GO:2001295; GO:0043086; GO:0031999; GO:0046322; GO:0010629; GO:0050995; GO:0060421; GO:0010884; GO:0051289; GO:0010906; GO:0042493; GO:0031667; GO:0014070	False
1	Borowiec2015_Total1080	OG567.fasta.aln_gene629	8	87	0.06041165463779738	EOG091G0FQ2	ribose 5-phosphate isomerase A	P47968.2	RecName: Full=Ribose-5-phosphate isomerase; AltName: Full=Phosphoriboisomerase	GO:0043231; GO:0030246; GO:0042802; GO:0048029; GO:0004751; GO:0006014; GO:0006098; GO:0009052; GO:0019693	False
1	Borowiec2015_Total1080	OG43.fasta.aln_gene500	8	87	0.06041165463779738	EOG091G0CQ2	ribosome production factor 1 homolog	Q6IQU6.1	RecName: Full=Ribosome production factor 1; AltName: Full=Brix domain-containing protein 5; AltName: Full=Ribosome biogenesis protein RPF1	GO:0005730; GO:0030687; GO:0003723; GO:0019843; GO:0006364	False
1	Chang2015	rpl4B	5	87	0.06041165463779738	EOG091G0A2I	Ribosomal protein L4/L1e	P02385.2	RecName: Full=60S ribosomal protein L4-B; AltName: Full=L1B	GO:0005840; GO:0003735; GO:0006412	True
1	Whelan2017_full	Subset4_19	1	87	0.06041165463779738			O43242.2	RecName: Full=26S proteasome non-ATPase regulatory subunit 3; AltName: Full=26S proteasome regulatory subunit RPN3; AltName: Full=26S proteasome regulatory subunit S3; AltName: Full=Proteasome subunit p58	GO:0005829; GO:0070062; GO:0005576; GO:1904813; GO:0016020; GO:0005654; GO:0005634; GO:0022624; GO:0000502; GO:0008541; GO:0034774; GO:0030234; GO:0043312; GO:0043687; GO:0016579; GO:0042176; GO:0006511	False
1	Borowiec2015_Total1080	OG202.fasta.aln_gene245	3	87	0.06041165463779738	EOG091G0530	Aminoacyl-tRNA synthetase, class II (D/K/N)	P14868.2	RecName: Full=Aspartate--tRNA ligase, cytoplasmic; AltName: Full=Aspartyl-tRNA synthetase; Short=AspRS; AltName: Full=Cell proliferation-inducing gene 40 protein	GO:0017101; GO:0005737; GO:0005829; GO:0070062; GO:0016020; GO:0045202; GO:0004046; GO:0004815; GO:0005524; GO:0003723; GO:0006422; GO:0065003; GO:0006412; GO:0006418	False
1	Moroz2014_3d	0320	5	87	0.06041165463779738	EOG091G0CQ2	ribosome production factor 1 homolog	Q5R631.1	RecName: Full=Ribosome production factor 1; AltName: Full=Brix domain-containing protein 5; AltName: Full=Ribosome biogenesis protein RPF1	GO:0005730; GO:0003723; GO:0019843; GO:0006364	False
1	Hejnol2009	Tribe1170_0	5	87	0.06041165463779738			P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0005829; GO:0033290; GO:0005850; GO:0005851; GO:0070062; GO:0097451; GO:0016020; GO:0043614; GO:0005634; GO:0005844; GO:0045202; GO:0044207; GO:0043022; GO:0003723; GO:0003743; GO:0007568; GO:0034198; GO:0034605; GO:0034599; GO:0034644; GO:1905098; GO:0032057; GO:0036499; GO:1901216; GO:2000676; GO:0046777; GO:0034976; GO:1990737; GO:0034063; GO:0006413; GO:0055085	False
1	Whelan2017_full	Subset2_15	3	87	0.06041165463779738	EOG091G06CB	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	O00232.3	RecName: Full=26S proteasome non-ATPase regulatory subunit 12; AltName: Full=26S proteasome regulatory subunit RPN5; AltName: Full=26S proteasome regulatory subunit p55	GO:0005737; GO:0005829; GO:0070062; GO:0005576; GO:1904813; GO:0016020; GO:0031595; GO:0005654; GO:0022624; GO:0000502; GO:0005838; GO:0008541; GO:0034774; GO:0043312; GO:0043687; GO:0043161; GO:0016579	False
1	Whelan2015_D10	Gene_0443	6	87	0.06041165463779738			P49247.3	RecName: Full=Ribose-5-phosphate isomerase; AltName: Full=Phosphoriboisomerase	GO:0005829; GO:0043231; GO:0042802; GO:0048029; GO:0004751; GO:0006014; GO:0006098; GO:0009052	False
1	Simion2017	V2META15349-42-Calc_Hmm10-BMGE05	5	87	0.06041165463779738	EOG091G0CQ2	ribosome production factor 1 homolog	Q5RJS9.2	RecName: Full=Ribosome production factor 1; AltName: Full=Brix domain-containing protein 5; AltName: Full=Ribosome biogenesis protein RPF1	GO:0005730; GO:0030687; GO:0003723; GO:0019843; GO:0006364	False
1	Whelan2017_full	Subset2_09	2	87	0.06041165463779738			A7RM20.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit I; Short=eIF3i	GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0001732	False
1	Ryan2013_est	gene297	6	87	0.06041165463779738			P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	GO:0010494; GO:0005829; GO:0033290; GO:0005850; GO:0005851; GO:0070062; GO:0097451; GO:0016020; GO:0043614; GO:0005634; GO:0005844; GO:0045202; GO:0044207; GO:0043022; GO:0003723; GO:0003743; GO:0007568; GO:0034198; GO:0034605; GO:0034599; GO:0034644; GO:1905098; GO:0032057; GO:0036499; GO:1901216; GO:2000676; GO:0046777; GO:0034976; GO:1990737; GO:0034063; GO:0006413; GO:0055085	False
