matrix	part	sseqid	swissprot_desc	count
Chang2015	mra1	O35130.1	RecName: Full=Ribosomal RNA small subunit methyltransferase NEP1; AltName: Full=18S rRNA (pseudouridine(1248)-N1)-methyltransferase; AltName: Full=18S rRNA Psi1248 methyltransferase; AltName: Full=Nucleolar protein EMG1 homolog; AltName: Full=Protein C2f; AltName: Full=Ribosome biogenesis protein NEP1	71
Chang2015	nsf1	O04019.3	RecName: Full=26S proteasome regulatory subunit 6A homolog B; AltName: Full=26S proteasome AAA-ATPase subunit RPT5b; AltName: Full=Proteasome 26S subunit 6A homolog B; AltName: Full=Regulatory particle triple-A ATPase subunit 5b; AltName: Full=Tat-binding protein 1 homolog B; Short=TBP-1 homolog B	73
Chang2015	nsf1_01	P46471.5	RecName: Full=26S proteasome regulatory subunit 7; AltName: Full=26S proteasome AAA-ATPase subunit RPT1; AltName: Full=Proteasome 26S subunit ATPase 2; AltName: Full=Protein MSS1	257
Chang2015	nsf2	Q9DBY8.1	RecName: Full=Nuclear valosin-containing protein-like; Short=NVLp; Short=Nuclear VCP-like protein	105
Chang2015	nsf2_01	P54812.2	RecName: Full=Transitional endoplasmic reticulum ATPase homolog 2; AltName: Full=Cell division cycle-related protein 48.2; AltName: Full=p97/CDC48 homolog 2	80
Chang2015	orf2	A7RP64.1	RecName: Full=RNA-binding protein pno1	70
Chang2015	ornamtrans	P04181.1	RecName: Full=Ornithine aminotransferase, mitochondrial; AltName: Full=Ornithine delta-aminotransferase; AltName: Full=Ornithine--oxo-acid aminotransferase; Contains: RecName: Full=Ornithine aminotransferase, hepatic form; Contains: RecName: Full=Ornithine aminotransferase, renal form; Flags: Precursor	74
Chang2015	pace2	Q0P5E2.1	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	59
Chang2015	pace2_01	A4FUD1.1	RecName: Full=GPN-loop GTPase 1; AltName: Full=XPA-binding protein 1	68
Chang2015	pace5	P70122.4	RecName: Full=Ribosome maturation protein SBDS; AltName: Full=Protein 22A3; AltName: Full=Shwachman-Bodian-Diamond syndrome protein homolog	66
Chang2015	psma	O42265.2	RecName: Full=Proteasome subunit alpha type-1; AltName: Full=Macropain subunit C2; AltName: Full=Multicatalytic endopeptidase complex subunit C2; AltName: Full=Proteasome component C2	71
Chang2015	psma_01	O24616.2	RecName: Full=Proteasome subunit alpha type-7-B; AltName: Full=20S proteasome alpha subunit D-2; AltName: Full=Proteasome component 6B; AltName: Full=Proteasome component 6C; AltName: Full=Proteasome subunit alpha type-4	75
Chang2015	psmb	O23717.1	RecName: Full=Proteasome subunit beta type-5-A; AltName: Full=20S proteasome beta subunit E-1; AltName: Full=Proteasome component E; AltName: Full=Proteasome epsilon-1 chain; Flags: Precursor	73
Chang2015	psmb_01	A1XQU1.2	RecName: Full=Proteasome subunit beta type-7; Flags: Precursor	74
Chang2015	pyrdehydroe1b	P11177.3	RecName: Full=Pyruvate dehydrogenase E1 component subunit beta, mitochondrial; Short=PDHE1-B; Flags: Precursor	74
Chang2015	pyrdehydroe1b_01	P21839.2	RecName: Full=2-oxoisovalerate dehydrogenase subunit beta, mitochondrial; AltName: Full=Branched-chain alpha-keto acid dehydrogenase E1 component beta chain; Short=BCKDE1B; Short=BCKDH E1-beta; Flags: Precursor	69
Chang2015	rf1	D2K759.1	RecName: Full=Eukaryotic peptide chain release factor subunit 1-2; Short=BoeRF1-2; Short=Eukaryotic release factor 1-2	72
Chang2015	rla2	P05386.1	RecName: Full=60S acidic ribosomal protein P1; AltName: Full=Large ribosomal subunit protein P1	56
Chang2015	rpl1	B8B9K6.1	RecName: Full=60S ribosomal protein L10a	74
Chang2015	rpl11b	A8WQ43.1	RecName: Full=60S ribosomal protein L11-1	75
Chang2015	rpl12b	P23358.1	RecName: Full=60S ribosomal protein L12	75
Chang2015	rpl13	Q9FF90.1	RecName: Full=60S ribosomal protein L13-3	73
Chang2015	rpl14a	Q63507.3	RecName: Full=60S ribosomal protein L14	42
Chang2015	rpl15a	O13418.1	RecName: Full=60S ribosomal protein L15	75
Chang2015	rpl16b	P19253.4	RecName: Full=60S ribosomal protein L13a; AltName: Full=Transplantation antigen P198; AltName: Full=Tum-P198 antigen	73
Chang2015	rpl17	A0NGY0.1	RecName: Full=60S ribosomal protein L17	73
Chang2015	rpl18	Q2M0G4.2	RecName: Full=60S ribosomal protein L18	74
Chang2015	rpl19a	O02639.1	RecName: Full=60S ribosomal protein L19	73
Chang2015	rpl2	O15574.1	RecName: Full=60S ribosomal protein L8; AltName: Full=60S ribosomal protein L2	75
Chang2015	rpl20	Q02543.2	RecName: Full=60S ribosomal protein L18a; AltName: Full=Large ribosomal subunit protein eL20	74
Chang2015	rpl21	P34334.3	RecName: Full=60S ribosomal protein L21	72
Chang2015	rpl22	P67985.2	RecName: Full=60S ribosomal protein L22; AltName: Full=Heparin-binding protein HBp15	53
Chang2015	rpl23a	A6UWU8.1	RecName: Full=50S ribosomal protein L14	76
Chang2015	rpl24	Q7ZTZ2.1	RecName: Full=Probable ribosome biogenesis protein RLP24; AltName: Full=Ribosomal L24 domain-containing protein 1	73
Chang2015	rpl24_01	Q6Y263.1	RecName: Full=60S ribosomal protein L24	74
Chang2015	rpl25	P51997.2	RecName: Full=60S ribosomal protein L25	73
Chang2015	rpl26	P12749.1	RecName: Full=60S ribosomal protein L26	75
Chang2015	rpl27	O01358.1	RecName: Full=60S ribosomal protein L27a; AltName: Full=Ribosomal protein RPL-27	75
Chang2015	rpl3	O16797.3	RecName: Full=60S ribosomal protein L3	76
Chang2015	rpl30	O48558.1	RecName: Full=60S ribosomal protein L30	74
Chang2015	rpl31	P62901.1	RecName: Full=60S ribosomal protein L31	73
Chang2015	rpl32	Q962T1.1	RecName: Full=60S ribosomal protein L32	74
Chang2015	rpl33a	P04646.1	RecName: Full=60S ribosomal protein L35a	68
Chang2015	rpl34	P49207.3	RecName: Full=60S ribosomal protein L34; AltName: Full=Large ribosomal subunit protein eL34	72
Chang2015	rpl35	P17078.3	RecName: Full=60S ribosomal protein L35	72
Chang2015	rpl36	P49630.1	RecName: Full=60S ribosomal protein L36; AltName: Full=Protein minute(1)1B	73
Chang2015	rpl37a	O44125.3	RecName: Full=60S ribosomal protein L37	72
Chang2015	rpl38	Q95V84.1	RecName: Full=60S ribosomal protein L38	66
Chang2015	rpl39	P51424.2	RecName: Full=60S ribosomal protein L39-1	65
Chang2015	rpl42	A9L948.1	RecName: Full=60S ribosomal protein L36a	68
Chang2015	rpl43b	A4S6Z4.1	RecName: Full=60S ribosomal protein L37a	72
Chang2015	rpl4B	P02385.2	RecName: Full=60S ribosomal protein L4-B; AltName: Full=L1B	76
Chang2015	rpl5	O44248.3	RecName: Full=60S ribosomal protein L5	73
Chang2015	rpl6	P47911.3	RecName: Full=60S ribosomal protein L6; AltName: Full=TAX-responsive enhancer element-binding protein 107; Short=TAXREB107	14
Chang2015	rpl7	Q5ZJ56.1	RecName: Full=60S ribosomal protein L7	76
Chang2015	rpl9	P17077.1	RecName: Full=60S ribosomal protein L9	68
Chang2015	rpo	P14248.1	RecName: Full=DNA-directed RNA polymerase II subunit RPB1; Short=RNA polymerase II subunit B1; AltName: Full=DNA-directed RNA polymerase III largest subunit	136
Chang2015	rpo_01	O54889.1	RecName: Full=DNA-directed RNA polymerase I subunit RPA1; Short=RNA polymerase I subunit A1; AltName: Full=DNA-directed RNA polymerase I largest subunit; AltName: Full=DNA-directed RNA polymerase I subunit A; AltName: Full=RNA polymerase I 194 kDa subunit; Short=A194; Short=RPA194	211
Chang2015	rpp0	Q90YX1.1	RecName: Full=60S acidic ribosomal protein P0; AltName: Full=60S ribosomal protein L10E	69
Chang2015	rps1	A7S3J7.1	RecName: Full=40S ribosomal protein S3a	73
Chang2015	rps10	Q962R9.1	RecName: Full=40S ribosomal protein S10	69
Chang2015	rps11	O65569.2	RecName: Full=40S ribosomal protein S11-2	74
Chang2015	rps13a	O77303.3	RecName: Full=40S ribosomal protein S13	73
Chang2015	rps14	A0B9L3.1	RecName: Full=30S ribosomal protein S11	74
Chang2015	rps15	O65059.1	RecName: Full=40S ribosomal protein S15	72
Chang2015	rps16	P62249.2	RecName: Full=40S ribosomal protein S16; AltName: Full=Small ribosomal subunit protein uS9	75
Chang2015	rps17	A5PK63.1	RecName: Full=40S ribosomal protein S17	77
Chang2015	rps18	Q8ISP0.1	RecName: Full=40S ribosomal protein S18	76
Chang2015	rps19	Q8T5Z4.1	RecName: Full=40S ribosomal protein S19	64
Chang2015	rps2	O18789.2	RecName: Full=40S ribosomal protein S2	74
Chang2015	rps20	A1XQU9.1	RecName: Full=40S ribosomal protein S20	70
Chang2015	rps22a	O80646.2	RecName: Full=40S ribosomal protein S15a-3	73
Chang2015	rps23	P62268.3	RecName: Full=40S ribosomal protein S23	75
Chang2015	rps24	O59865.3	RecName: Full=40S ribosomal protein S24-B	72
Chang2015	rps25	P48588.3	RecName: Full=40S ribosomal protein S25	65
Chang2015	rps26	O45499.1	RecName: Full=40S ribosomal protein S26	71
Chang2015	rps27	P55833.2	RecName: Full=40S ribosomal protein S27	71
Chang2015	rps28a	Q6QAT1.2	RecName: Full=40S ribosomal protein S28	64
Chang2015	rps29	P62273.2	RecName: Full=40S ribosomal protein S29; AltName: Full=Small ribosomal subunit protein uS14	72
Chang2015	rps3	P02350.2	RecName: Full=40S ribosomal protein S3-A; AltName: Full=S1A	71
Chang2015	rps4	O22424.1	RecName: Full=40S ribosomal protein S4	76
Chang2015	rps5	O14277.1	RecName: Full=40S ribosomal protein S5-A	74
Chang2015	rps6	O01727.1	RecName: Full=40S ribosomal protein S6	73
Chang2015	rps7	P02362.2	RecName: Full=40S ribosomal protein S7; AltName: Full=40S ribosomal protein S8	69
Chang2015	rps8	P0CX39.1	RecName: Full=40S ribosomal protein S8-A; AltName: Full=RP19; AltName: Full=S14; AltName: Full=Small ribosomal subunit protein eS8-A; AltName: Full=YS9	75
Chang2015	rps9	Q20228.1	RecName: Full=40S ribosomal protein S9	72
Chang2015	rrp46	Q9NPD3.3	RecName: Full=Exosome complex component RRP41; AltName: Full=Exosome component 4; AltName: Full=Ribosomal RNA-processing protein 41; AltName: Full=p12A	37
Chang2015	sap40	A6NA00.1	RecName: Full=40S ribosomal protein SA	70
Chang2015	sra	P06625.2	RecName: Full=Signal recognition particle receptor subunit alpha; Short=SR-alpha; AltName: Full=Docking protein alpha; Short=DP-alpha	95
Chang2015	srp54	P14576.2	RecName: Full=Signal recognition particle 54 kDa protein; Short=SRP54	72
Chang2015	srs	P13642.2	RecName: Full=Serine--tRNA ligase, cytoplasmic; AltName: Full=62 kDa RNA-binding protein; AltName: Full=Seryl-tRNA synthetase; Short=SerRS; AltName: Full=Seryl-tRNA(Ser/Sec) synthetase	74
Chang2015	stbproptase2a	A0CNL9.1	RecName: Full=Serine/threonine-protein phosphatase PP2A catalytic subunit 2; Short=PPN 2	74
Chang2015	stcproptase2a	A9JRC7.1	RecName: Full=Serine/threonine-protein phosphatase 4 catalytic subunit B; Short=PP4C-B	68
Chang2015	suca	B3FHT4.1	RecName: Full=Succinate--CoA ligase [ADP-forming] subunit alpha; AltName: Full=Succinyl-CoA synthetase subunit alpha; Short=SCS-alpha; Flags: Precursor	75
Chang2015	tif2a	P20460.2	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	71
Chang2015	topo1	P11387.2	RecName: Full=DNA topoisomerase 1; AltName: Full=DNA topoisomerase I	72
Chang2015	tribe1007	A0PFK7.1	RecName: Full=F-actin-capping protein subunit beta; AltName: Full=CapZ beta	70
Chang2015	tribe1099	P31478.1	RecName: Full=V-type proton ATPase subunit F; Short=V-ATPase subunit F; AltName: Full=V-ATPase 14 kDa subunit; AltName: Full=Vacuolar proton pump subunit F	70
Chang2015	tribe1121	P58728.1	RecName: Full=Uncharacterized protein At4g14342	65
Chang2015	tribe1200	P20821.1	RecName: Full=Glycine cleavage system H protein, mitochondrial; AltName: Full=Lipoic acid-containing protein; Flags: Precursor	4
Chang2015	tribe1244	B2RZ78.2	RecName: Full=Vacuolar protein sorting-associated protein 29; AltName: Full=Vesicle protein sorting 29	67
Chang2015	tribe1294	P61758.3	RecName: Full=Prefoldin subunit 3; AltName: Full=HIBBJ46; AltName: Full=von Hippel-Lindau-binding protein 1; Short=VBP-1; Short=VHL-binding protein 1	54
Chang2015	tribe1374	Q5I0S6.1	RecName: Full=Ubiquitin-like-conjugating enzyme ATG3; AltName: Full=Autophagy-related protein 3; Short=APG3-like	119
Chang2015	tribe1381	P52432.3	RecName: Full=DNA-directed RNA polymerases I and III subunit RPAC1; Short=DNA-directed RNA polymerase I subunit C; Short=RNA polymerases I and III subunit AC1; AltName: Full=AC40; AltName: Full=DNA-directed RNA polymerases I and III 40 kDa polypeptide; Short=RPA40; AltName: Full=RPC40	59
Chang2015	tribe1381_01	P19387.2	RecName: Full=DNA-directed RNA polymerase II subunit RPB3; Short=RNA polymerase II subunit 3; Short=RNA polymerase II subunit B3; AltName: Full=DNA-directed RNA polymerase II 33 kDa polypeptide; Short=RPB33; AltName: Full=DNA-directed RNA polymerase II subunit C; AltName: Full=RPB31	62
Chang2015	tribe320	P62866.1	RecName: Full=40S ribosomal protein S30	58
Chang2015	tribe333	A8WQY3.1	RecName: Full=Cytochrome c 2.1	72
Chang2015	tribe340	Q4WI01.1	RecName: Full=40S ribosomal protein S21	67
Chang2015	tribe495	P05631.3	RecName: Full=ATP synthase subunit gamma, mitochondrial; AltName: Full=ATP synthase F1 subunit gamma; AltName: Full=F-ATPase gamma subunit; Flags: Precursor	60
Chang2015	tribe508	P48493.1	RecName: Full=Triosephosphate isomerase, cytosolic; Short=TIM; Short=Triose-phosphate isomerase	70
Chang2015	tribe542	P41567.1	RecName: Full=Eukaryotic translation initiation factor 1; Short=eIF1; AltName: Full=A121; AltName: Full=Protein translation factor SUI1 homolog; AltName: Full=Sui1iso1	68
Chang2015	tribe572	P07056.1	RecName: Full=Cytochrome b-c1 complex subunit Rieske, mitochondrial; AltName: Full=Complex III subunit 5; AltName: Full=Rieske iron-sulfur protein; Short=RISP; AltName: Full=Ubiquinol-cytochrome c reductase iron-sulfur subunit; Flags: Precursor	70
Chang2015	tribe585	O08709.3	RecName: Full=Peroxiredoxin-6; AltName: Full=1-Cys peroxiredoxin; Short=1-Cys PRX; AltName: Full=Acidic calcium-independent phospholipase A2; Short=aiPLA2; AltName: Full=Antioxidant protein 2; AltName: Full=Non-selenium glutathione peroxidase; Short=NSGPx	69
Chang2015	tribe629	F4K4E3.1	RecName: Full=Sm-like protein LSM4; Short=AtLSM4; AltName: Full=Protein EMBRYO DEFECTIVE 1644; AltName: Full=U6 snRNA-associated Sm-like protein LSM4	64
Chang2015	tribe629_01	P62318.1	RecName: Full=Small nuclear ribonucleoprotein Sm D3; Short=Sm-D3; AltName: Full=snRNP core protein D3	70
Chang2015	tribe717	P61603.2	RecName: Full=10 kDa heat shock protein, mitochondrial; Short=Hsp10; AltName: Full=10 kDa chaperonin; AltName: Full=Chaperonin 10; Short=CPN10	65
Chang2015	tribe765	A1XQR9.1	RecName: Full=Small nuclear ribonucleoprotein E; Short=snRNP-E; AltName: Full=Sm protein E; Short=Sm-E; Short=SmE	67
Chang2015	tribe768	B0YLW7.1	RecName: Full=Iron sulfur cluster assembly protein 1; AltName: Full=Iron sulfur cluster scaffold protein 1	72
Chang2015	tribe801	A8XFG2.1	RecName: Full=Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial; Flags: Precursor	70
Chang2015	tribe832	Q9DDF1.1	RecName: Full=Proliferating cell nuclear antigen; Short=PCNA	63
Chang2015	tribe852	P0CB95.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial; AltName: Full=Complex I-18 kDa; Short=CI-18 kDa; AltName: Full=NADH-ubiquinone oxidoreductase 18 kDa subunit; Flags: Precursor	58
Chang2015	tribe893	O14036.1	RecName: Full=Small nuclear ribonucleoprotein Sm D2; Short=Sm-D2; AltName: Full=Complexed with cdc5 protein 9; AltName: Full=snRNP core protein D2	72
Chang2015	tribe896	O75489.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial; AltName: Full=Complex I-30kD; Short=CI-30kD; AltName: Full=NADH-ubiquinone oxidoreductase 30 kDa subunit; Flags: Precursor	72
Chang2015	tribe930	Q15369.1	RecName: Full=Elongin-C; Short=EloC; AltName: Full=Elongin 15 kDa subunit; AltName: Full=RNA polymerase II transcription factor SIII subunit C; AltName: Full=SIII p15; AltName: Full=Transcription elongation factor B polypeptide 1	67
Chang2015	tribe942	P04394.3	RecName: Full=NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial; AltName: Full=NADH dehydrogenase subunit II; AltName: Full=NADH-ubiquinone oxidoreductase 24 kDa subunit; Flags: Precursor	73
Chang2015	tribe961	P12805.1	RecName: Full=Protein BUD31 homolog; AltName: Full=Protein G10	72
Chang2015	tribe965	O97725.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12; AltName: Full=Complex I-B17.2; Short=CI-B17.2; Short=CIB17.2; AltName: Full=NADH-ubiquinone oxidoreductase subunit B17.2	4
Chang2015	u2snrnp	A1A4K8.1	RecName: Full=Splicing factor U2AF 35 kDa subunit; AltName: Full=U2 auxiliary factor 35 kDa subunit; AltName: Full=U2 snRNP auxiliary factor small subunit	69
Chang2015	vacaatpasepl21	Q2TA24.1	RecName: Full=V-type proton ATPase 21 kDa proteolipid subunit; Short=V-ATPase 21 kDa proteolipid subunit; AltName: Full=Vacuolar proton pump 21 kDa proteolipid subunit	72
Chang2015	vata	P17255.3	RecName: Full=V-type proton ATPase catalytic subunit A; Short=V-ATPase subunit A; AltName: Full=Vacuolar proton pump subunit A; Contains: RecName: Full=Endonuclease PI-SceI; AltName: Full=Sce VMA intein; AltName: Full=VMA1-derived endonuclease; Short=VDE	145
Chang2015	vatb	Q8TUT0.1	RecName: Full=V-type ATP synthase beta chain; AltName: Full=V-ATPase subunit B; Contains: RecName: Full=Mka AtpB intein	144
Chang2015	vatc	Q9V7N5.5	RecName: Full=V-type proton ATPase subunit C; Short=V-ATPase subunit C; AltName: Full=Vacuolar proton pump subunit C	52
Chang2015	vate	P31402.1	RecName: Full=V-type proton ATPase subunit E; Short=V-ATPase subunit E; AltName: Full=V-ATPase 26 kDa subunit; AltName: Full=Vacuolar proton pump subunit E	57
Chang2015	vatpased	O97755.1	RecName: Full=V-type proton ATPase subunit D; Short=V-ATPase subunit D; AltName: Full=V-ATPase 28 kDa accessory protein; AltName: Full=Vacuolar proton pump subunit D	70
Chang2015	w09c	A3LQ06.1	RecName: Full=Ribosome biogenesis protein NSA2	72
Chang2015	wrs	P17248.3	RecName: Full=Tryptophan--tRNA ligase, cytoplasmic; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Contains: RecName: Full=T1-TrpRS; Contains: RecName: Full=T2-TrpRS	71
Chang2015	xpb	Q02870.2	RecName: Full=General transcription and DNA repair factor IIH helicase subunit XPB; Short=TFIIH subunit XPB; AltName: Full=ATP-dependent DNA helicase hay; AltName: Full=DNA excision repair protein haywire; AltName: Full=ERCC-3 homolog protein; AltName: Full=ERCC3Dm	135
Chang2015	yif1p	Q5U3G6.2	RecName: Full=Protein YIF1B; AltName: Full=YIP1-interacting factor homolog B	13
Dunn2008	Tribe1006	Q6AZR3.1	RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit A, mitochondrial; Short=CybS-A; AltName: Full=Succinate dehydrogenase complex subunit D-A; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome b small subunit A; AltName: Full=Succinate-ubiquinone reductase membrane anchor subunit A; Flags: Precursor	10
Dunn2008	Tribe1007	P14315.3	RecName: Full=F-actin-capping protein subunit beta isoforms 1 and 2; AltName: Full=Beta-actinin subunit II; AltName: Full=CapZ 36/32; AltName: Full=CapZ B1 and B2	24
Dunn2008	Tribe1009	Q91VC9.1	RecName: Full=Growth hormone-inducible transmembrane protein; AltName: Full=Mitochondrial morphology and cristae structure 1; Short=MICS1; Flags: Precursor	13
Dunn2008	Tribe1012	Q68FI4.1	RecName: Full=Actin-related protein 2/3 complex subunit 5-A	10
Dunn2008	Tribe1013	Q5BJI9.1	RecName: Full=Probable signal peptidase complex subunit 2; AltName: Full=Microsomal signal peptidase 25 kDa subunit; Short=SPase 25 kDa subunit	16
Dunn2008	Tribe1015	Q28CY2.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit G; Short=eIF3g; AltName: Full=Eukaryotic translation initiation factor 3 RNA-binding subunit; Short=eIF-3 RNA-binding subunit; AltName: Full=Eukaryotic translation initiation factor 3 subunit 4	12
Dunn2008	Tribe1020	Q9CQ69.3	RecName: Full=Cytochrome b-c1 complex subunit 8; AltName: Full=Complex III subunit 8; AltName: Full=Complex III subunit VIII; AltName: Full=Ubiquinol-cytochrome c reductase complex 9.5 kDa protein; AltName: Full=Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C	12
